Y_WGS84;X_WGS84;N
48.5;1;43.316
48.5;1.015;43.306
48.5;1.03;43.295
48.5;1.045;43.287
48.5;1.06;43.279
48.5;1.075;43.272
48.5;1.09;43.261
48.5;1.105;43.248
48.5;1.12;43.234
48.5;1.135;43.22
48.5;1.15;43.206
48.5;1.165;43.193
48.5;1.18;43.18
48.5;1.195;43.169
48.5;1.21;43.157
48.5;1.225;43.143
48.5;1.24;43.13
48.5;1.255;43.117
48.5;1.27;43.106
48.5;1.285;43.093
48.5;1.3;43.08
48.5;1.315;43.064
48.5;1.33;43.047
48.5;1.345;43.03
48.5;1.36;43.015
48.5;1.375;42.998
48.5;1.39;42.98
48.5;1.405;42.962
48.5;1.42;42.945
48.5;1.435;42.928
48.5;1.45;42.911
48.5;1.465;42.895
48.5;1.48;42.878
48.5;1.495;42.861
48.5;1.51;42.844
48.5;1.525;42.825
48.5;1.54;42.808
48.5;1.555;42.791
48.5;1.57;42.773
48.5;1.585;42.756
48.5;1.6;42.74
48.5;1.615;42.725
48.5;1.63;42.71
48.5;1.645;42.694
48.5;1.66;42.68
48.5;1.675;42.665
48.5;1.69;42.65
48.5;1.705;42.636
48.5;1.72;42.623
48.5;1.735;42.61
48.5;1.75;42.597
48.5;1.765;42.585
48.5;1.78;42.573
48.5;1.795;42.562
48.5;1.81;42.551
48.5;1.825;42.54
48.5;1.84;42.531
48.5;1.855;42.522
48.5;1.87;42.513
48.5;1.885;42.506
48.5;1.9;42.498
48.5;1.915;42.488
48.5;1.93;42.479
48.5;1.945;42.47
48.5;1.96;42.461
48.5;1.975;42.451
48.5;1.99;42.443
48.5;2.005;42.432
48.5;2.02;42.423
48.5;2.035;42.414
48.5;2.05;42.404
48.5;2.065;42.394
48.5;2.08;42.384
48.5;2.095;42.373
48.5;2.11;42.364
48.5;2.125;42.356
48.5;2.14;42.351
48.5;2.155;42.344
48.5;2.17;42.336
48.5;2.185;42.326
48.5;2.2;42.316
48.5;2.215;42.31
48.5;2.23;42.306
48.5;2.245;42.305
48.5;2.26;42.304
48.5;2.275;42.3
48.5;2.29;42.296
48.5;2.305;42.293
48.5;2.32;42.289
48.5;2.335;42.286
48.5;2.35;42.284
48.5;2.365;42.284
48.5;2.38;42.287
48.5;2.395;42.293
48.5;2.41;42.3
48.5;2.425;42.303
48.5;2.44;42.304
48.5;2.455;42.301
48.5;2.47;42.304
48.5;2.485;42.306
48.5;2.5;42.309
48.5;2.515;42.312
48.5;2.53;42.316
48.5;2.545;42.321
48.5;2.56;42.327
48.5;2.575;42.333
48.5;2.59;42.338
48.5;2.605;42.344
48.5;2.62;42.349
48.5;2.635;42.354
48.5;2.65;42.361
48.5;2.665;42.369
48.5;2.68;42.374
48.5;2.695;42.38
48.5;2.71;42.386
48.5;2.725;42.395
48.5;2.74;42.402
48.5;2.755;42.41
48.5;2.77;42.419
48.5;2.785;42.428
48.5;2.8;42.438
48.5;2.815;42.448
48.5;2.83;42.459
48.5;2.845;42.47
48.5;2.86;42.483
48.5;2.875;42.495
48.5;2.89;42.507
48.5;2.905;42.519
48.5;2.92;42.529
48.5;2.935;42.54
48.5;2.95;42.551
48.5;2.965;42.564
48.5;2.98;42.576
48.5;2.995;42.588
48.5;3.01;42.599
48.5;3.025;42.61
48.5;3.04;42.622
48.5;3.055;42.633
48.5;3.07;42.642
48.5;3.085;42.653
48.5;3.1;42.664
48.5;3.115;42.673
48.5;3.13;42.683
48.5;3.145;42.692
48.5;3.16;42.701
48.5;3.175;42.71
48.5;3.19;42.72
48.5;3.205;42.728
48.5;3.22;42.735
48.5;3.235;42.742
48.5;3.25;42.753
48.5;3.265;42.765
48.5;3.28;42.778
48.5;3.295;42.79
48.5;3.31;42.798
48.5;3.325;42.804
48.5;3.34;42.811
48.5;3.355;42.817
48.5;3.37;42.824
48.5;3.385;42.83
48.5;3.4;42.836
48.5;3.415;42.842
48.5;3.43;42.851
48.5;3.445;42.859
48.5;3.46;42.865
48.5;3.475;42.874
48.5;3.49;42.884
48.5;3.505;42.894
48.5;3.52;42.906
48.5;3.535;42.916
48.5;3.55;42.926
48.5;3.565;42.937
48.5;3.58;42.95
48.5;3.595;42.964
48.5;3.61;42.979
48.5;3.625;42.992
48.5;3.64;43.003
48.5;3.655;43.013
48.5;3.67;43.025
48.5;3.685;43.04
48.5;3.7;43.053
48.5;3.715;43.065
48.5;3.73;43.077
48.5;3.745;43.091
48.5;3.76;43.104
48.5;3.775;43.117
48.5;3.79;43.13
48.5;3.805;43.144
48.5;3.82;43.157
48.5;3.835;43.171
48.5;3.85;43.185
48.5;3.865;43.199
48.5;3.88;43.213
48.5;3.895;43.228
48.5;3.91;43.243
48.5;3.925;43.26
48.5;3.94;43.278
48.5;3.955;43.296
48.5;3.97;43.316
48.5;3.985;43.335
48.5;4;43.351
48.5;4.015;43.367
48.5;4.03;43.384
48.5;4.045;43.402
48.5;4.06;43.419
48.5;4.075;43.438
48.5;4.09;43.458
48.5;4.105;43.478
48.5;4.12;43.499
48.5;4.135;43.521
48.5;4.15;43.543
48.5;4.165;43.565
48.5;4.18;43.585
48.5;4.195;43.606
48.5;4.21;43.625
48.5;4.225;43.644
48.5;4.24;43.664
48.5;4.255;43.684
48.5;4.27;43.7
48.5;4.285;43.716
48.5;4.3;43.733
48.5;4.315;43.751
48.5;4.33;43.769
48.5;4.345;43.788
48.5;4.36;43.807
48.5;4.375;43.826
48.5;4.39;43.846
48.5;4.405;43.865
48.5;4.42;43.882
48.5;4.435;43.901
48.5;4.45;43.92
48.5;4.465;43.937
48.5;4.48;43.956
48.5;4.495;43.975
48.5;4.51;43.995
48.5;4.525;44.014
48.5;4.54;44.031
48.5;4.555;44.05
48.5;4.57;44.068
48.5;4.585;44.084
48.5;4.6;44.101
48.5;4.615;44.119
48.5;4.63;44.136
48.5;4.645;44.154
48.5;4.66;44.172
48.5;4.675;44.191
48.5;4.69;44.211
48.5;4.705;44.23
48.5;4.72;44.251
48.5;4.735;44.271
48.5;4.75;44.291
48.5;4.765;44.312
48.5;4.78;44.332
48.5;4.795;44.353
48.5;4.81;44.374
48.5;4.825;44.395
48.5;4.84;44.417
48.5;4.855;44.44
48.5;4.87;44.463
48.5;4.885;44.488
48.5;4.9;44.512
48.5;4.915;44.536
48.5;4.93;44.559
48.5;4.945;44.582
48.5;4.96;44.606
48.5;4.975;44.631
48.5;4.99;44.655
48.5;5.005;44.68
48.5;5.02;44.704
48.5;5.035;44.729
48.5;5.05;44.752
48.5;5.065;44.774
48.5;5.08;44.792
48.5;5.095;44.809
48.5;5.11;44.826
48.5;5.125;44.844
48.5;5.14;44.865
48.5;5.155;44.888
48.5;5.17;44.91
48.5;5.185;44.934
48.5;5.2;44.956
48.5;5.215;44.98
48.5;5.23;45.001
48.5;5.245;45.022
48.5;5.26;45.043
48.5;5.275;45.06
48.5;5.29;45.076
48.5;5.305;45.094
48.5;5.32;45.114
48.5;5.335;45.135
48.5;5.35;45.155
48.5;5.365;45.176
48.5;5.38;45.196
48.5;5.395;45.216
48.5;5.41;45.232
48.5;5.425;45.246
48.5;5.44;45.256
48.5;5.455;45.265
48.5;5.47;45.276
48.5;5.485;45.287
48.5;5.5;45.298
48.5;5.515;45.311
48.5;5.53;45.324
48.5;5.545;45.336
48.5;5.56;45.347
48.5;5.575;45.357
48.5;5.59;45.364
48.5;5.605;45.367
48.5;5.62;45.364
48.5;5.635;45.362
48.5;5.65;45.359
48.5;5.665;45.356
48.5;5.68;45.355
48.5;5.695;45.355
48.5;5.71;45.358
48.5;5.725;45.361
48.5;5.74;45.366
48.5;5.755;45.371
48.5;5.77;45.376
48.5;5.785;45.376
48.5;5.8;45.375
48.5;5.815;45.374
48.5;5.83;45.376
48.5;5.845;45.378
48.5;5.86;45.38
48.5;5.875;45.385
48.5;5.89;45.387
48.5;5.905;45.391
48.5;5.92;45.395
48.5;5.935;45.4
48.5;5.95;45.402
48.5;5.965;45.395
48.5;5.98;45.388
48.5;5.995;45.383
48.5;6.01;45.379
48.5;6.025;45.377
48.5;6.04;45.376
48.5;6.055;45.376
48.5;6.07;45.377
48.5;6.085;45.379
48.5;6.1;45.383
48.5;6.115;45.386
48.5;6.13;45.39
48.5;6.145;45.397
48.5;6.16;45.408
48.5;6.175;45.419
48.5;6.19;45.43
48.5;6.205;45.445
48.5;6.22;45.462
48.5;6.235;45.478
48.5;6.25;45.492
48.5;6.265;45.503
48.5;6.28;45.514
48.5;6.295;45.528
48.5;6.31;45.545
48.5;6.325;45.565
48.5;6.34;45.586
48.5;6.355;45.603
48.5;6.37;45.618
48.5;6.385;45.633
48.5;6.4;45.65
48.5;6.415;45.666
48.5;6.43;45.682
48.5;6.445;45.701
48.5;6.46;45.722
48.5;6.475;45.743
48.5;6.49;45.767
48.5;6.505;45.791
48.5;6.52;45.814
48.5;6.535;45.836
48.5;6.55;45.86
48.5;6.565;45.882
48.5;6.58;45.904
48.5;6.595;45.927
48.5;6.61;45.949
48.5;6.625;45.971
48.5;6.64;45.993
48.5;6.655;46.016
48.5;6.67;46.041
48.5;6.685;46.066
48.5;6.7;46.091
48.5;6.715;46.119
48.5;6.73;46.145
48.5;6.745;46.173
48.5;6.76;46.201
48.5;6.775;46.229
48.5;6.79;46.255
48.5;6.805;46.283
48.5;6.82;46.311
48.5;6.835;46.339
48.5;6.85;46.368
48.5;6.865;46.399
48.5;6.88;46.432
48.5;6.895;46.467
48.5;6.91;46.504
48.5;6.925;46.54
48.5;6.94;46.578
48.5;6.955;46.616
48.5;6.97;46.65
48.5;6.985;46.685
48.5;7;46.724
48.51;1;43.318
48.51;1.015;43.308
48.51;1.03;43.299
48.51;1.045;43.289
48.51;1.06;43.282
48.51;1.075;43.275
48.51;1.09;43.266
48.51;1.105;43.253
48.51;1.12;43.237
48.51;1.135;43.221
48.51;1.15;43.207
48.51;1.165;43.194
48.51;1.18;43.182
48.51;1.195;43.171
48.51;1.21;43.159
48.51;1.225;43.146
48.51;1.24;43.134
48.51;1.255;43.123
48.51;1.27;43.11
48.51;1.285;43.097
48.51;1.3;43.083
48.51;1.315;43.067
48.51;1.33;43.049
48.51;1.345;43.032
48.51;1.36;43.014
48.51;1.375;42.996
48.51;1.39;42.978
48.51;1.405;42.96
48.51;1.42;42.943
48.51;1.435;42.926
48.51;1.45;42.909
48.51;1.465;42.892
48.51;1.48;42.874
48.51;1.495;42.857
48.51;1.51;42.839
48.51;1.525;42.82
48.51;1.54;42.803
48.51;1.555;42.785
48.51;1.57;42.768
48.51;1.585;42.75
48.51;1.6;42.734
48.51;1.615;42.719
48.51;1.63;42.703
48.51;1.645;42.687
48.51;1.66;42.672
48.51;1.675;42.657
48.51;1.69;42.643
48.51;1.705;42.629
48.51;1.72;42.616
48.51;1.735;42.603
48.51;1.75;42.59
48.51;1.765;42.578
48.51;1.78;42.566
48.51;1.795;42.554
48.51;1.81;42.543
48.51;1.825;42.533
48.51;1.84;42.523
48.51;1.855;42.514
48.51;1.87;42.506
48.51;1.885;42.499
48.51;1.9;42.49
48.51;1.915;42.48
48.51;1.93;42.47
48.51;1.945;42.461
48.51;1.96;42.451
48.51;1.975;42.441
48.51;1.99;42.432
48.51;2.005;42.421
48.51;2.02;42.411
48.51;2.035;42.402
48.51;2.05;42.392
48.51;2.065;42.382
48.51;2.08;42.371
48.51;2.095;42.361
48.51;2.11;42.353
48.51;2.125;42.342
48.51;2.14;42.337
48.51;2.155;42.329
48.51;2.17;42.322
48.51;2.185;42.315
48.51;2.2;42.306
48.51;2.215;42.296
48.51;2.23;42.29
48.51;2.245;42.286
48.51;2.26;42.285
48.51;2.275;42.28
48.51;2.29;42.277
48.51;2.305;42.273
48.51;2.32;42.269
48.51;2.335;42.265
48.51;2.35;42.263
48.51;2.365;42.264
48.51;2.38;42.264
48.51;2.395;42.271
48.51;2.41;42.275
48.51;2.425;42.276
48.51;2.44;42.278
48.51;2.455;42.277
48.51;2.47;42.279
48.51;2.485;42.282
48.51;2.5;42.285
48.51;2.515;42.289
48.51;2.53;42.293
48.51;2.545;42.297
48.51;2.56;42.303
48.51;2.575;42.308
48.51;2.59;42.314
48.51;2.605;42.321
48.51;2.62;42.326
48.51;2.635;42.331
48.51;2.65;42.338
48.51;2.665;42.346
48.51;2.68;42.353
48.51;2.695;42.358
48.51;2.71;42.366
48.51;2.725;42.375
48.51;2.74;42.383
48.51;2.755;42.391
48.51;2.77;42.401
48.51;2.785;42.411
48.51;2.8;42.421
48.51;2.815;42.432
48.51;2.83;42.443
48.51;2.845;42.454
48.51;2.86;42.467
48.51;2.875;42.479
48.51;2.89;42.491
48.51;2.905;42.502
48.51;2.92;42.514
48.51;2.935;42.527
48.51;2.95;42.539
48.51;2.965;42.552
48.51;2.98;42.564
48.51;2.995;42.576
48.51;3.01;42.588
48.51;3.025;42.6
48.51;3.04;42.612
48.51;3.055;42.623
48.51;3.07;42.633
48.51;3.085;42.645
48.51;3.1;42.657
48.51;3.115;42.667
48.51;3.13;42.678
48.51;3.145;42.688
48.51;3.16;42.698
48.51;3.175;42.706
48.51;3.19;42.716
48.51;3.205;42.725
48.51;3.22;42.732
48.51;3.235;42.739
48.51;3.25;42.75
48.51;3.265;42.763
48.51;3.28;42.776
48.51;3.295;42.789
48.51;3.31;42.797
48.51;3.325;42.803
48.51;3.34;42.809
48.51;3.355;42.816
48.51;3.37;42.823
48.51;3.385;42.83
48.51;3.4;42.835
48.51;3.415;42.842
48.51;3.43;42.847
48.51;3.445;42.854
48.51;3.46;42.861
48.51;3.475;42.869
48.51;3.49;42.877
48.51;3.505;42.889
48.51;3.52;42.9
48.51;3.535;42.911
48.51;3.55;42.921
48.51;3.565;42.93
48.51;3.58;42.94
48.51;3.595;42.953
48.51;3.61;42.965
48.51;3.625;42.977
48.51;3.64;42.99
48.51;3.655;43.002
48.51;3.67;43.014
48.51;3.685;43.028
48.51;3.7;43.041
48.51;3.715;43.053
48.51;3.73;43.066
48.51;3.745;43.079
48.51;3.76;43.092
48.51;3.775;43.104
48.51;3.79;43.118
48.51;3.805;43.131
48.51;3.82;43.146
48.51;3.835;43.16
48.51;3.85;43.174
48.51;3.865;43.188
48.51;3.88;43.203
48.51;3.895;43.218
48.51;3.91;43.234
48.51;3.925;43.252
48.51;3.94;43.27
48.51;3.955;43.288
48.51;3.97;43.308
48.51;3.985;43.326
48.51;4;43.342
48.51;4.015;43.359
48.51;4.03;43.376
48.51;4.045;43.394
48.51;4.06;43.412
48.51;4.075;43.432
48.51;4.09;43.452
48.51;4.105;43.472
48.51;4.12;43.493
48.51;4.135;43.515
48.51;4.15;43.535
48.51;4.165;43.557
48.51;4.18;43.577
48.51;4.195;43.597
48.51;4.21;43.617
48.51;4.225;43.636
48.51;4.24;43.655
48.51;4.255;43.673
48.51;4.27;43.691
48.51;4.285;43.71
48.51;4.3;43.728
48.51;4.315;43.747
48.51;4.33;43.765
48.51;4.345;43.784
48.51;4.36;43.804
48.51;4.375;43.825
48.51;4.39;43.843
48.51;4.405;43.861
48.51;4.42;43.879
48.51;4.435;43.898
48.51;4.45;43.915
48.51;4.465;43.933
48.51;4.48;43.951
48.51;4.495;43.971
48.51;4.51;43.99
48.51;4.525;44.009
48.51;4.54;44.028
48.51;4.555;44.046
48.51;4.57;44.064
48.51;4.585;44.079
48.51;4.6;44.096
48.51;4.615;44.114
48.51;4.63;44.131
48.51;4.645;44.149
48.51;4.66;44.166
48.51;4.675;44.186
48.51;4.69;44.205
48.51;4.705;44.224
48.51;4.72;44.245
48.51;4.735;44.266
48.51;4.75;44.286
48.51;4.765;44.306
48.51;4.78;44.326
48.51;4.795;44.347
48.51;4.81;44.368
48.51;4.825;44.389
48.51;4.84;44.411
48.51;4.855;44.433
48.51;4.87;44.457
48.51;4.885;44.48
48.51;4.9;44.504
48.51;4.915;44.527
48.51;4.93;44.55
48.51;4.945;44.574
48.51;4.96;44.598
48.51;4.975;44.623
48.51;4.99;44.647
48.51;5.005;44.671
48.51;5.02;44.696
48.51;5.035;44.72
48.51;5.05;44.742
48.51;5.065;44.763
48.51;5.08;44.783
48.51;5.095;44.8
48.51;5.11;44.816
48.51;5.125;44.836
48.51;5.14;44.858
48.51;5.155;44.88
48.51;5.17;44.903
48.51;5.185;44.925
48.51;5.2;44.948
48.51;5.215;44.971
48.51;5.23;44.993
48.51;5.245;45.012
48.51;5.26;45.033
48.51;5.275;45.049
48.51;5.29;45.066
48.51;5.305;45.085
48.51;5.32;45.105
48.51;5.335;45.125
48.51;5.35;45.146
48.51;5.365;45.165
48.51;5.38;45.185
48.51;5.395;45.204
48.51;5.41;45.221
48.51;5.425;45.234
48.51;5.44;45.243
48.51;5.455;45.253
48.51;5.47;45.264
48.51;5.485;45.274
48.51;5.5;45.284
48.51;5.515;45.296
48.51;5.53;45.309
48.51;5.545;45.321
48.51;5.56;45.332
48.51;5.575;45.342
48.51;5.59;45.349
48.51;5.605;45.353
48.51;5.62;45.35
48.51;5.635;45.348
48.51;5.65;45.344
48.51;5.665;45.342
48.51;5.68;45.342
48.51;5.695;45.342
48.51;5.71;45.345
48.51;5.725;45.349
48.51;5.74;45.356
48.51;5.755;45.362
48.51;5.77;45.367
48.51;5.785;45.364
48.51;5.8;45.363
48.51;5.815;45.362
48.51;5.83;45.364
48.51;5.845;45.364
48.51;5.86;45.366
48.51;5.875;45.37
48.51;5.89;45.373
48.51;5.905;45.377
48.51;5.92;45.382
48.51;5.935;45.388
48.51;5.95;45.387
48.51;5.965;45.381
48.51;5.98;45.373
48.51;5.995;45.369
48.51;6.01;45.367
48.51;6.025;45.365
48.51;6.04;45.363
48.51;6.055;45.361
48.51;6.07;45.362
48.51;6.085;45.363
48.51;6.1;45.367
48.51;6.115;45.369
48.51;6.13;45.372
48.51;6.145;45.378
48.51;6.16;45.389
48.51;6.175;45.4
48.51;6.19;45.41
48.51;6.205;45.424
48.51;6.22;45.441
48.51;6.235;45.456
48.51;6.25;45.468
48.51;6.265;45.478
48.51;6.28;45.49
48.51;6.295;45.506
48.51;6.31;45.522
48.51;6.325;45.541
48.51;6.34;45.561
48.51;6.355;45.577
48.51;6.37;45.591
48.51;6.385;45.607
48.51;6.4;45.624
48.51;6.415;45.642
48.51;6.43;45.659
48.51;6.445;45.678
48.51;6.46;45.699
48.51;6.475;45.72
48.51;6.49;45.745
48.51;6.505;45.769
48.51;6.52;45.793
48.51;6.535;45.816
48.51;6.55;45.839
48.51;6.565;45.862
48.51;6.58;45.884
48.51;6.595;45.907
48.51;6.61;45.93
48.51;6.625;45.952
48.51;6.64;45.975
48.51;6.655;45.998
48.51;6.67;46.024
48.51;6.685;46.049
48.51;6.7;46.074
48.51;6.715;46.1
48.51;6.73;46.126
48.51;6.745;46.154
48.51;6.76;46.182
48.51;6.775;46.21
48.51;6.79;46.236
48.51;6.805;46.264
48.51;6.82;46.292
48.51;6.835;46.321
48.51;6.85;46.351
48.51;6.865;46.383
48.51;6.88;46.416
48.51;6.895;46.45
48.51;6.91;46.486
48.51;6.925;46.522
48.51;6.94;46.559
48.51;6.955;46.597
48.51;6.97;46.63
48.51;6.985;46.665
48.51;7;46.702
48.52;1;43.321
48.52;1.015;43.313
48.52;1.03;43.305
48.52;1.045;43.296
48.52;1.06;43.284
48.52;1.075;43.278
48.52;1.09;43.268
48.52;1.105;43.254
48.52;1.12;43.238
48.52;1.135;43.223
48.52;1.15;43.208
48.52;1.165;43.196
48.52;1.18;43.184
48.52;1.195;43.172
48.52;1.21;43.161
48.52;1.225;43.149
48.52;1.24;43.138
48.52;1.255;43.125
48.52;1.27;43.11
48.52;1.285;43.095
48.52;1.3;43.082
48.52;1.315;43.066
48.52;1.33;43.048
48.52;1.345;43.031
48.52;1.36;43.011
48.52;1.375;42.994
48.52;1.39;42.976
48.52;1.405;42.958
48.52;1.42;42.94
48.52;1.435;42.923
48.52;1.45;42.907
48.52;1.465;42.888
48.52;1.48;42.869
48.52;1.495;42.851
48.52;1.51;42.833
48.52;1.525;42.816
48.52;1.54;42.798
48.52;1.555;42.78
48.52;1.57;42.762
48.52;1.585;42.744
48.52;1.6;42.728
48.52;1.615;42.712
48.52;1.63;42.696
48.52;1.645;42.68
48.52;1.66;42.664
48.52;1.675;42.649
48.52;1.69;42.636
48.52;1.705;42.623
48.52;1.72;42.609
48.52;1.735;42.596
48.52;1.75;42.583
48.52;1.765;42.571
48.52;1.78;42.559
48.52;1.795;42.547
48.52;1.81;42.536
48.52;1.825;42.525
48.52;1.84;42.515
48.52;1.855;42.507
48.52;1.87;42.499
48.52;1.885;42.491
48.52;1.9;42.482
48.52;1.915;42.473
48.52;1.93;42.462
48.52;1.945;42.452
48.52;1.96;42.441
48.52;1.975;42.431
48.52;1.99;42.421
48.52;2.005;42.41
48.52;2.02;42.401
48.52;2.035;42.39
48.52;2.05;42.38
48.52;2.065;42.37
48.52;2.08;42.359
48.52;2.095;42.352
48.52;2.11;42.341
48.52;2.125;42.329
48.52;2.14;42.323
48.52;2.155;42.315
48.52;2.17;42.308
48.52;2.185;42.302
48.52;2.2;42.295
48.52;2.215;42.283
48.52;2.23;42.275
48.52;2.245;42.27
48.52;2.26;42.266
48.52;2.275;42.261
48.52;2.29;42.257
48.52;2.305;42.253
48.52;2.32;42.249
48.52;2.335;42.245
48.52;2.35;42.243
48.52;2.365;42.243
48.52;2.38;42.242
48.52;2.395;42.247
48.52;2.41;42.249
48.52;2.425;42.25
48.52;2.44;42.251
48.52;2.455;42.252
48.52;2.47;42.255
48.52;2.485;42.258
48.52;2.5;42.261
48.52;2.515;42.265
48.52;2.53;42.268
48.52;2.545;42.272
48.52;2.56;42.277
48.52;2.575;42.283
48.52;2.59;42.288
48.52;2.605;42.295
48.52;2.62;42.302
48.52;2.635;42.307
48.52;2.65;42.314
48.52;2.665;42.322
48.52;2.68;42.331
48.52;2.695;42.337
48.52;2.71;42.345
48.52;2.725;42.354
48.52;2.74;42.363
48.52;2.755;42.372
48.52;2.77;42.381
48.52;2.785;42.391
48.52;2.8;42.402
48.52;2.815;42.413
48.52;2.83;42.424
48.52;2.845;42.436
48.52;2.86;42.448
48.52;2.875;42.462
48.52;2.89;42.474
48.52;2.905;42.485
48.52;2.92;42.498
48.52;2.935;42.513
48.52;2.95;42.526
48.52;2.965;42.538
48.52;2.98;42.551
48.52;2.995;42.563
48.52;3.01;42.576
48.52;3.025;42.589
48.52;3.04;42.601
48.52;3.055;42.613
48.52;3.07;42.625
48.52;3.085;42.637
48.52;3.1;42.649
48.52;3.115;42.66
48.52;3.13;42.672
48.52;3.145;42.683
48.52;3.16;42.692
48.52;3.175;42.701
48.52;3.19;42.711
48.52;3.205;42.72
48.52;3.22;42.728
48.52;3.235;42.737
48.52;3.25;42.747
48.52;3.265;42.759
48.52;3.28;42.772
48.52;3.295;42.783
48.52;3.31;42.794
48.52;3.325;42.801
48.52;3.34;42.808
48.52;3.355;42.815
48.52;3.37;42.823
48.52;3.385;42.83
48.52;3.4;42.837
48.52;3.415;42.843
48.52;3.43;42.847
48.52;3.445;42.854
48.52;3.46;42.859
48.52;3.475;42.865
48.52;3.49;42.872
48.52;3.505;42.884
48.52;3.52;42.895
48.52;3.535;42.906
48.52;3.55;42.915
48.52;3.565;42.923
48.52;3.58;42.932
48.52;3.595;42.943
48.52;3.61;42.954
48.52;3.625;42.968
48.52;3.64;42.982
48.52;3.655;42.994
48.52;3.67;43.007
48.52;3.685;43.02
48.52;3.7;43.031
48.52;3.715;43.043
48.52;3.73;43.055
48.52;3.745;43.068
48.52;3.76;43.081
48.52;3.775;43.093
48.52;3.79;43.106
48.52;3.805;43.12
48.52;3.82;43.135
48.52;3.835;43.15
48.52;3.85;43.164
48.52;3.865;43.178
48.52;3.88;43.194
48.52;3.895;43.211
48.52;3.91;43.227
48.52;3.925;43.244
48.52;3.94;43.262
48.52;3.955;43.28
48.52;3.97;43.299
48.52;3.985;43.317
48.52;4;43.334
48.52;4.015;43.352
48.52;4.03;43.37
48.52;4.045;43.388
48.52;4.06;43.407
48.52;4.075;43.427
48.52;4.09;43.446
48.52;4.105;43.467
48.52;4.12;43.487
48.52;4.135;43.508
48.52;4.15;43.529
48.52;4.165;43.549
48.52;4.18;43.57
48.52;4.195;43.59
48.52;4.21;43.609
48.52;4.225;43.628
48.52;4.24;43.647
48.52;4.255;43.666
48.52;4.27;43.686
48.52;4.285;43.705
48.52;4.3;43.724
48.52;4.315;43.744
48.52;4.33;43.762
48.52;4.345;43.78
48.52;4.36;43.801
48.52;4.375;43.823
48.52;4.39;43.842
48.52;4.405;43.859
48.52;4.42;43.877
48.52;4.435;43.895
48.52;4.45;43.911
48.52;4.465;43.929
48.52;4.48;43.947
48.52;4.495;43.966
48.52;4.51;43.985
48.52;4.525;44.004
48.52;4.54;44.023
48.52;4.555;44.04
48.52;4.57;44.057
48.52;4.585;44.074
48.52;4.6;44.091
48.52;4.615;44.108
48.52;4.63;44.125
48.52;4.645;44.143
48.52;4.66;44.161
48.52;4.675;44.18
48.52;4.69;44.199
48.52;4.705;44.218
48.52;4.72;44.238
48.52;4.735;44.258
48.52;4.75;44.278
48.52;4.765;44.299
48.52;4.78;44.318
48.52;4.795;44.339
48.52;4.81;44.361
48.52;4.825;44.383
48.52;4.84;44.404
48.52;4.855;44.425
48.52;4.87;44.449
48.52;4.885;44.472
48.52;4.9;44.495
48.52;4.915;44.518
48.52;4.93;44.54
48.52;4.945;44.565
48.52;4.96;44.589
48.52;4.975;44.614
48.52;4.99;44.638
48.52;5.005;44.661
48.52;5.02;44.685
48.52;5.035;44.709
48.52;5.05;44.731
48.52;5.065;44.752
48.52;5.08;44.772
48.52;5.095;44.789
48.52;5.11;44.806
48.52;5.125;44.827
48.52;5.14;44.85
48.52;5.155;44.872
48.52;5.17;44.894
48.52;5.185;44.917
48.52;5.2;44.939
48.52;5.215;44.962
48.52;5.23;44.984
48.52;5.245;45.003
48.52;5.26;45.022
48.52;5.275;45.038
48.52;5.29;45.055
48.52;5.305;45.075
48.52;5.32;45.095
48.52;5.335;45.115
48.52;5.35;45.134
48.52;5.365;45.153
48.52;5.38;45.172
48.52;5.395;45.191
48.52;5.41;45.208
48.52;5.425;45.22
48.52;5.44;45.23
48.52;5.455;45.24
48.52;5.47;45.25
48.52;5.485;45.259
48.52;5.5;45.269
48.52;5.515;45.281
48.52;5.53;45.293
48.52;5.545;45.305
48.52;5.56;45.316
48.52;5.575;45.326
48.52;5.59;45.333
48.52;5.605;45.337
48.52;5.62;45.336
48.52;5.635;45.333
48.52;5.65;45.329
48.52;5.665;45.327
48.52;5.68;45.326
48.52;5.695;45.326
48.52;5.71;45.33
48.52;5.725;45.335
48.52;5.74;45.343
48.52;5.755;45.35
48.52;5.77;45.353
48.52;5.785;45.352
48.52;5.8;45.35
48.52;5.815;45.35
48.52;5.83;45.35
48.52;5.845;45.351
48.52;5.86;45.352
48.52;5.875;45.354
48.52;5.89;45.357
48.52;5.905;45.362
48.52;5.92;45.367
48.52;5.935;45.37
48.52;5.95;45.37
48.52;5.965;45.366
48.52;5.98;45.36
48.52;5.995;45.356
48.52;6.01;45.355
48.52;6.025;45.353
48.52;6.04;45.351
48.52;6.055;45.347
48.52;6.07;45.346
48.52;6.085;45.348
48.52;6.1;45.351
48.52;6.115;45.354
48.52;6.13;45.356
48.52;6.145;45.36
48.52;6.16;45.369
48.52;6.175;45.381
48.52;6.19;45.393
48.52;6.205;45.408
48.52;6.22;45.422
48.52;6.235;45.435
48.52;6.25;45.445
48.52;6.265;45.455
48.52;6.28;45.47
48.52;6.295;45.487
48.52;6.31;45.503
48.52;6.325;45.518
48.52;6.34;45.536
48.52;6.355;45.551
48.52;6.37;45.566
48.52;6.385;45.582
48.52;6.4;45.598
48.52;6.415;45.616
48.52;6.43;45.634
48.52;6.445;45.655
