Y_WGS84;X_WGS84;N
50.95;6.115;43.231
50.95;6.13;43.241
50.95;6.145;43.251
50.95;6.16;43.261
50.95;6.175;43.27
50.95;6.19;43.278
50.95;6.205;43.287
50.95;6.22;43.296
50.95;6.235;43.306
50.95;6.25;43.315
50.95;6.265;43.327
50.95;6.28;43.339
50.95;6.295;43.352
50.95;6.31;43.365
50.95;6.325;43.378
50.95;6.34;43.391
50.95;6.355;43.404
50.95;6.37;43.415
50.95;6.385;43.425
50.95;6.4;43.435
50.95;6.415;43.446
50.95;6.43;43.456
50.95;6.445;43.466
50.95;6.46;43.476
50.95;6.475;43.483
50.95;6.49;43.489
50.95;6.505;43.498
50.95;6.52;43.506
50.95;6.535;43.514
50.95;6.55;43.527
50.95;6.565;43.541
50.95;6.58;43.555
50.95;6.595;43.571
50.95;6.61;43.59
50.95;6.625;43.61
50.95;6.64;43.634
50.95;6.655;43.66
50.95;6.67;43.689
50.95;6.685;43.72
50.95;6.7;43.748
50.95;6.715;43.776
50.95;6.73;43.808
50.95;6.745;43.834
50.95;6.76;43.855
50.95;6.775;43.876
50.95;6.79;43.895
50.95;6.805;43.913
50.95;6.82;43.932
50.95;6.835;43.952
50.95;6.85;43.971
50.95;6.865;43.991
50.95;6.88;44.012
50.95;6.895;44.033
50.95;6.91;44.055
50.95;6.925;44.078
50.95;6.94;44.101
50.95;6.955;44.125
50.95;6.97;44.15
50.95;6.985;44.175
50.95;7;44.202
50.96;1;42.373
50.96;1.015;42.362
50.96;1.03;42.351
50.96;1.045;42.34
50.96;1.06;42.329
50.96;1.075;42.317
50.96;1.09;42.305
50.96;1.105;42.292
50.96;1.12;42.279
50.96;1.135;42.267
50.96;1.15;42.253
50.96;1.165;42.24
50.96;1.18;42.226
50.96;1.195;42.213
50.96;1.21;42.2
50.96;1.225;42.188
50.96;1.24;42.175
50.96;1.255;42.163
50.96;1.27;42.15
50.96;1.285;42.137
50.96;1.3;42.124
50.96;1.315;42.111
50.96;1.33;42.099
50.96;1.345;42.087
50.96;1.36;42.075
50.96;1.375;42.063
50.96;1.39;42.051
50.96;1.405;42.041
50.96;1.42;42.031
50.96;1.435;42.021
50.96;1.45;42.011
50.96;1.465;42.001
50.96;1.48;41.992
50.96;1.495;41.984
50.96;1.51;41.975
50.96;1.525;41.967
50.96;1.54;41.959
50.96;1.555;41.951
50.96;1.57;41.944
50.96;1.585;41.936
50.96;1.6;41.93
50.96;1.615;41.923
50.96;1.63;41.915
50.96;1.645;41.909
50.96;1.66;41.903
50.96;1.675;41.897
50.96;1.69;41.89
50.96;1.705;41.885
50.96;1.72;41.879
50.96;1.735;41.87
50.96;1.75;41.861
50.96;1.765;41.851
50.96;1.78;41.842
50.96;1.795;41.832
50.96;1.81;41.822
50.96;1.825;41.812
50.96;1.84;41.803
50.96;1.855;41.795
50.96;1.87;41.788
50.96;1.885;41.781
50.96;1.9;41.777
50.96;1.915;41.772
50.96;1.93;41.769
50.96;1.945;41.767
50.96;1.96;41.765
50.96;1.975;41.764
50.96;1.99;41.764
50.96;2.005;41.765
50.96;2.02;41.766
50.96;2.035;41.768
50.96;2.05;41.77
50.96;2.065;41.773
50.96;2.08;41.777
50.96;2.095;41.781
50.96;2.11;41.786
50.96;2.125;41.791
50.96;2.14;41.797
50.96;2.155;41.803
50.96;2.17;41.81
50.96;2.185;41.817
50.96;2.2;41.824
50.96;2.215;41.831
50.96;2.23;41.838
50.96;2.245;41.845
50.96;2.26;41.852
50.96;2.275;41.859
50.96;2.29;41.866
50.96;2.305;41.872
50.96;2.32;41.878
50.96;2.335;41.885
50.96;2.35;41.89
50.96;2.365;41.896
50.96;2.38;41.902
50.96;2.395;41.907
50.96;2.41;41.912
50.96;2.425;41.917
50.96;2.44;41.921
50.96;2.455;41.925
50.96;2.47;41.93
50.96;2.485;41.934
50.96;2.5;41.937
50.96;2.515;41.941
50.96;2.53;41.944
50.96;2.545;41.947
50.96;2.56;41.95
50.96;2.575;41.954
50.96;2.59;41.957
50.96;2.605;41.96
50.96;2.62;41.963
50.96;2.635;41.966
50.96;2.65;41.969
50.96;2.665;41.971
50.96;2.68;41.974
50.96;2.695;41.976
50.96;2.71;41.979
50.96;2.725;41.982
50.96;2.74;41.985
50.96;2.755;41.988
50.96;2.77;41.991
50.96;2.785;41.995
50.96;2.8;41.999
50.96;2.815;42.002
50.96;2.83;42.006
50.96;2.845;42.009
50.96;2.86;42.013
50.96;2.875;42.016
50.96;2.89;42.018
50.96;2.905;42.021
50.96;2.92;42.023
50.96;2.935;42.025
50.96;2.95;42.027
50.96;2.965;42.029
50.96;2.98;42.031
50.96;2.995;42.033
50.96;3.01;42.035
50.96;3.025;42.036
50.96;3.04;42.036
50.96;3.055;42.037
50.96;3.07;42.038
50.96;3.085;42.038
50.96;3.1;42.038
50.96;3.115;42.038
50.96;3.13;42.037
50.96;3.145;42.037
50.96;3.16;42.036
50.96;3.175;42.036
50.96;3.19;42.035
50.96;3.205;42.035
50.96;3.22;42.034
50.96;3.235;42.033
50.96;3.25;42.032
50.96;3.265;42.031
50.96;3.28;42.03
50.96;3.295;42.03
50.96;3.31;42.031
50.96;3.325;42.033
50.96;3.34;42.036
50.96;3.355;42.039
50.96;3.37;42.045
50.96;3.385;42.051
50.96;3.4;42.058
50.96;3.415;42.067
50.96;3.43;42.076
50.96;3.445;42.086
50.96;3.46;42.097
50.96;3.475;42.108
50.96;3.49;42.12
50.96;3.505;42.132
50.96;3.52;42.144
50.96;3.535;42.155
50.96;3.55;42.167
50.96;3.565;42.178
50.96;3.58;42.189
50.96;3.595;42.201
50.96;3.61;42.213
50.96;3.625;42.225
50.96;3.64;42.237
50.96;3.655;42.25
50.96;3.67;42.262
50.96;3.685;42.274
50.96;3.7;42.287
50.96;3.715;42.3
50.96;3.73;42.312
50.96;3.745;42.324
50.96;3.76;42.335
50.96;3.775;42.347
50.96;3.79;42.358
50.96;3.805;42.369
50.96;3.82;42.379
50.96;3.835;42.387
50.96;3.85;42.396
50.96;3.865;42.405
50.96;3.88;42.414
50.96;3.895;42.425
50.96;3.91;42.435
50.96;3.925;42.445
50.96;3.94;42.454
50.96;3.955;42.463
50.96;3.97;42.473
50.96;3.985;42.482
50.96;4;42.49
50.96;4.015;42.498
50.96;4.03;42.507
50.96;4.045;42.517
50.96;4.06;42.527
50.96;4.075;42.537
50.96;4.09;42.548
50.96;4.105;42.559
50.96;4.12;42.57
50.96;4.135;42.58
50.96;4.15;42.59
50.96;4.165;42.599
50.96;4.18;42.608
50.96;4.195;42.617
50.96;4.21;42.625
50.96;4.225;42.633
50.96;4.24;42.642
50.96;4.255;42.651
50.96;4.27;42.661
50.96;4.285;42.671
50.96;4.3;42.682
50.96;4.315;42.692
50.96;4.33;42.704
50.96;4.345;42.715
50.96;4.36;42.726
50.96;4.375;42.737
50.96;4.39;42.747
50.96;4.405;42.758
50.96;4.42;42.769
50.96;4.435;42.78
50.96;4.45;42.792
50.96;4.465;42.803
50.96;4.48;42.816
50.96;4.495;42.829
50.96;4.51;42.841
50.96;4.525;42.855
50.96;4.54;42.868
50.96;4.555;42.881
50.96;4.57;42.894
50.96;4.585;42.906
50.96;4.6;42.918
50.96;4.615;42.93
50.96;4.63;42.941
50.96;4.645;42.953
50.96;4.66;42.965
50.96;4.675;42.976
50.96;4.69;42.987
50.96;4.705;42.998
50.96;4.72;43.009
50.96;4.735;43.019
50.96;4.75;43.029
50.96;4.765;43.039
50.96;4.78;43.047
50.96;4.795;43.056
50.96;4.81;43.064
50.96;4.825;43.072
50.96;4.84;43.079
50.96;4.855;43.085
50.96;4.87;43.089
50.96;4.885;43.094
50.96;4.9;43.099
50.96;4.915;43.102
50.96;4.93;43.107
50.96;4.945;43.112
50.96;4.96;43.115
50.96;4.975;43.118
50.96;4.99;43.119
50.96;5.005;43.12
50.96;5.02;43.122
50.96;5.035;43.122
50.96;5.05;43.123
50.96;5.065;43.123
50.96;5.08;43.123
50.96;5.095;43.123
50.96;5.11;43.123
50.96;5.125;43.124
50.96;5.14;43.125
50.96;5.155;43.126
50.96;5.17;43.127
50.96;5.185;43.129
50.96;5.2;43.13
50.96;5.215;43.131
50.96;5.23;43.132
50.96;5.245;43.132
50.96;5.26;43.132
50.96;5.275;43.131
50.96;5.29;43.131
50.96;5.305;43.13
50.96;5.32;43.129
50.96;5.335;43.129
50.96;5.35;43.128
50.96;5.365;43.127
50.96;5.38;43.126
50.96;5.395;43.124
50.96;5.41;43.122
50.96;5.425;43.12
50.96;5.44;43.117
50.96;5.455;43.114
50.96;5.47;43.111
50.96;5.485;43.108
50.96;5.5;43.106
50.96;5.515;43.103
50.96;5.53;43.1
50.96;5.545;43.097
50.96;5.56;43.093
50.96;5.575;43.09
50.96;5.59;43.086
50.96;5.605;43.083
50.96;5.62;43.079
50.96;5.635;43.074
50.96;5.65;43.069
50.96;5.665;43.064
50.96;5.68;43.061
50.96;5.695;43.058
50.96;5.71;43.057
50.96;5.725;43.055
50.96;5.74;43.054
50.96;5.755;43.055
50.96;5.77;43.056
50.96;5.785;43.058
50.96;5.8;43.058
50.96;5.815;43.058
50.96;5.83;43.059
50.96;5.845;43.06
50.96;5.86;43.062
50.96;5.875;43.063
50.96;5.89;43.064
50.96;5.905;43.066
50.96;5.92;43.068
50.96;5.935;43.07
50.96;5.95;43.074
50.96;5.965;43.079
50.96;5.98;43.086
50.96;5.995;43.096
50.96;6.01;43.107
50.96;6.025;43.118
50.96;6.04;43.13
50.96;6.055;43.142
50.96;6.07;43.154
50.96;6.085;43.165
50.96;6.1;43.176
50.96;6.115;43.187
50.96;6.13;43.197
50.96;6.145;43.208
50.96;6.16;43.218
50.96;6.175;43.227
50.96;6.19;43.237
50.96;6.205;43.247
50.96;6.22;43.258
50.96;6.235;43.269
50.96;6.25;43.28
50.96;6.265;43.294
50.96;6.28;43.307
50.96;6.295;43.321
50.96;6.31;43.336
50.96;6.325;43.35
50.96;6.34;43.363
50.96;6.355;43.375
50.96;6.37;43.385
50.96;6.385;43.395
50.96;6.4;43.405
50.96;6.415;43.414
50.96;6.43;43.425
50.96;6.445;43.435
50.96;6.46;43.446
50.96;6.475;43.455
50.96;6.49;43.462
50.96;6.505;43.471
50.96;6.52;43.48
50.96;6.535;43.491
50.96;6.55;43.505
50.96;6.565;43.519
50.96;6.58;43.534
50.96;6.595;43.553
50.96;6.61;43.573
50.96;6.625;43.596
50.96;6.64;43.622
50.96;6.655;43.648
50.96;6.67;43.678
50.96;6.685;43.708
50.96;6.7;43.735
50.96;6.715;43.763
50.96;6.73;43.793
50.96;6.745;43.817
50.96;6.76;43.838
50.96;6.775;43.859
50.96;6.79;43.879
50.96;6.805;43.897
50.96;6.82;43.918
50.96;6.835;43.938
50.96;6.85;43.958
50.96;6.865;43.978
50.96;6.88;44
50.96;6.895;44.022
50.96;6.91;44.045
50.96;6.925;44.068
50.96;6.94;44.092
50.96;6.955;44.117
50.96;6.97;44.142
50.96;6.985;44.169
50.96;7;44.196
50.97;1;42.38
50.97;1.015;42.369
50.97;1.03;42.358
50.97;1.045;42.347
50.97;1.06;42.336
50.97;1.075;42.324
50.97;1.09;42.312
50.97;1.105;42.299
50.97;1.12;42.286
50.97;1.135;42.272
50.97;1.15;42.259
50.97;1.165;42.245
50.97;1.18;42.231
50.97;1.195;42.218
50.97;1.21;42.204
50.97;1.225;42.191
50.97;1.24;42.177
50.97;1.255;42.164
50.97;1.27;42.151
50.97;1.285;42.137
50.97;1.3;42.124
50.97;1.315;42.111
50.97;1.33;42.098
50.97;1.345;42.085
50.97;1.36;42.072
50.97;1.375;42.06
50.97;1.39;42.048
50.97;1.405;42.037
50.97;1.42;42.026
50.97;1.435;42.016
50.97;1.45;42.005
50.97;1.465;41.996
50.97;1.48;41.986
50.97;1.495;41.977
50.97;1.51;41.968
50.97;1.525;41.959
50.97;1.54;41.951
50.97;1.555;41.943
50.97;1.57;41.934
50.97;1.585;41.926
50.97;1.6;41.919
50.97;1.615;41.911
50.97;1.63;41.903
50.97;1.645;41.896
50.97;1.66;41.888
50.97;1.675;41.881
50.97;1.69;41.874
50.97;1.705;41.868
50.97;1.72;41.863
50.97;1.735;41.853
50.97;1.75;41.845
50.97;1.765;41.836
50.97;1.78;41.829
50.97;1.795;41.819
50.97;1.81;41.811
50.97;1.825;41.801
50.97;1.84;41.791
50.97;1.855;41.784
50.97;1.87;41.778
50.97;1.885;41.771
50.97;1.9;41.764
50.97;1.915;41.759
50.97;1.93;41.756
50.97;1.945;41.755
50.97;1.96;41.754
50.97;1.975;41.754
50.97;1.99;41.754
50.97;2.005;41.755
50.97;2.02;41.757
50.97;2.035;41.76
50.97;2.05;41.763
50.97;2.065;41.766
50.97;2.08;41.771
50.97;2.095;41.775
50.97;2.11;41.78
50.97;2.125;41.786
50.97;2.14;41.792
50.97;2.155;41.799
50.97;2.17;41.806
50.97;2.185;41.813
50.97;2.2;41.82
50.97;2.215;41.827
50.97;2.23;41.834
50.97;2.245;41.841
50.97;2.26;41.848
50.97;2.275;41.855
50.97;2.29;41.861
50.97;2.305;41.868
50.97;2.32;41.874
50.97;2.335;41.88
50.97;2.35;41.886
50.97;2.365;41.891
50.97;2.38;41.897
50.97;2.395;41.902
50.97;2.41;41.907
50.97;2.425;41.911
50.97;2.44;41.915
50.97;2.455;41.92
50.97;2.47;41.924
50.97;2.485;41.928
50.97;2.5;41.931
50.97;2.515;41.934
50.97;2.53;41.938
50.97;2.545;41.941
50.97;2.56;41.944
50.97;2.575;41.947
50.97;2.59;41.951
50.97;2.605;41.954
50.97;2.62;41.957
50.97;2.635;41.96
50.97;2.65;41.963
50.97;2.665;41.965
50.97;2.68;41.968
50.97;2.695;41.971
50.97;2.71;41.973
50.97;2.725;41.976
50.97;2.74;41.979
50.97;2.755;41.982
50.97;2.77;41.986
50.97;2.785;41.989
50.97;2.8;41.993
50.97;2.815;41.997
50.97;2.83;42.001
50.97;2.845;42.004
50.97;2.86;42.007
50.97;2.875;42.01
50.97;2.89;42.013
50.97;2.905;42.016
50.97;2.92;42.018
50.97;2.935;42.02
50.97;2.95;42.023
50.97;2.965;42.025
50.97;2.98;42.027
50.97;2.995;42.028
50.97;3.01;42.03
50.97;3.025;42.03
50.97;3.04;42.031
50.97;3.055;42.032
50.97;3.07;42.033
50.97;3.085;42.034
50.97;3.1;42.034
50.97;3.115;42.034
50.97;3.13;42.034
50.97;3.145;42.033
50.97;3.16;42.033
50.97;3.175;42.033
50.97;3.19;42.033
50.97;3.205;42.033
50.97;3.22;42.033
50.97;3.235;42.033
50.97;3.25;42.032
50.97;3.265;42.031
50.97;3.28;42.031
50.97;3.295;42.031
50.97;3.31;42.032
50.97;3.325;42.033
50.97;3.34;42.036
50.97;3.355;42.039
50.97;3.37;42.044
50.97;3.385;42.05
50.97;3.4;42.056
50.97;3.415;42.064
50.97;3.43;42.073
50.97;3.445;42.083
50.97;3.46;42.094
50.97;3.475;42.106
50.97;3.49;42.117
50.97;3.505;42.129
50.97;3.52;42.141
50.97;3.535;42.152
50.97;3.55;42.164
50.97;3.565;42.175
50.97;3.58;42.186
50.97;3.595;42.198
50.97;3.61;42.209
50.97;3.625;42.221
50.97;3.64;42.233
50.97;3.655;42.246
50.97;3.67;42.258
50.97;3.685;42.27
50.97;3.7;42.282
50.97;3.715;42.295
50.97;3.73;42.307
50.97;3.745;42.319
50.97;3.76;42.331
50.97;3.775;42.341
50.97;3.79;42.352
50.97;3.805;42.363
50.97;3.82;42.373
50.97;3.835;42.381
50.97;3.85;42.389
50.97;3.865;42.398
50.97;3.88;42.408
50.97;3.895;42.418
50.97;3.91;42.428
50.97;3.925;42.437
50.97;3.94;42.447
50.97;3.955;42.455
50.97;3.97;42.465
50.97;3.985;42.473
50.97;4;42.481
50.97;4.015;42.489
50.97;4.03;42.498
50.97;4.045;42.507
50.97;4.06;42.517
50.97;4.075;42.527
50.97;4.09;42.537
50.97;4.105;42.547
50.97;4.12;42.557
50.97;4.135;42.567
50.97;4.15;42.577
50.97;4.165;42.586
50.97;4.18;42.594
50.97;4.195;42.602
50.97;4.21;42.611
50.97;4.225;42.62
50.97;4.24;42.628
50.97;4.255;42.636
50.97;4.27;42.646
50.97;4.285;42.657
50.97;4.3;42.667
50.97;4.315;42.678
50.97;4.33;42.69
50.97;4.345;42.702
50.97;4.36;42.713
50.97;4.375;42.724
50.97;4.39;42.736
50.97;4.405;42.747
50.97;4.42;42.759
50.97;4.435;42.771
50.97;4.45;42.783
50.97;4.465;42.795
50.97;4.48;42.808
50.97;4.495;42.821
50.97;4.51;42.834
50.97;4.525;42.847
50.97;4.54;42.859
50.97;4.555;42.872
50.97;4.57;42.884
50.97;4.585;42.896
50.97;4.6;42.907
50.97;4.615;42.919
50.97;4.63;42.93
50.97;4.645;42.941
50.97;4.66;42.952
50.97;4.675;42.963
50.97;4.69;42.974
50.97;4.705;42.984
50.97;4.72;42.994
50.97;4.735;43.004
50.97;4.75;43.013
50.97;4.765;43.022
50.97;4.78;43.03
50.97;4.795;43.038
50.97;4.81;43.045
50.97;4.825;43.052
50.97;4.84;43.059
50.97;4.855;43.064
50.97;4.87;43.069
50.97;4.885;43.073
50.97;4.9;43.077
50.97;4.915;43.081
50.97;4.93;43.086
50.97;4.945;43.09
50.97;4.96;43.094
50.97;4.975;43.096
50.97;4.99;43.097
50.97;5.005;43.098
50.97;5.02;43.099
50.97;5.035;43.099
50.97;5.05;43.099
50.97;5.065;43.099
50.97;5.08;43.099
50.97;5.095;43.1
50.97;5.11;43.1
50.97;5.125;43.1
50.97;5.14;43.101
50.97;5.155;43.102
50.97;5.17;43.102
50.97;5.185;43.103
50.97;5.2;43.104
50.97;5.215;43.104
50.97;5.23;43.104
50.97;5.245;43.104
50.97;5.26;43.104
50.97;5.275;43.103
50.97;5.29;43.102
50.97;5.305;43.101
50.97;5.32;43.1
50.97;5.335;43.099
50.97;5.35;43.098
50.97;5.365;43.097
50.97;5.38;43.096
50.97;5.395;43.095
50.97;5.41;43.093
50.97;5.425;43.09
50.97;5.44;43.088
50.97;5.455;43.085
50.97;5.47;43.082
50.97;5.485;43.079
50.97;5.5;43.076
50.97;5.515;43.072
50.97;5.53;43.069
50.97;5.545;43.065
50.97;5.56;43.062
50.97;5.575;43.058
50.97;5.59;43.054
50.97;5.605;43.051
50.97;5.62;43.047
50.97;5.635;43.042
50.97;5.65;43.037
50.97;5.665;43.031
50.97;5.68;43.028
50.97;5.695;43.025
50.97;5.71;43.023
50.97;5.725;43.021
50.97;5.74;43.019
50.97;5.755;43.019
50.97;5.77;43.019
50.97;5.785;43.02
50.97;5.8;43.019
50.97;5.815;43.018
50.97;5.83;43.017
50.97;5.845;43.017
50.97;5.86;43.016
50.97;5.875;43.016
50.97;5.89;43.017
50.97;5.905;43.019
50.97;5.92;43.02
50.97;5.935;43.021
50.97;5.95;43.025
50.97;5.965;43.03
50.97;5.98;43.037
50.97;5.995;43.048
50.97;6.01;43.059
50.97;6.025;43.071
50.97;6.04;43.084
50.97;6.055;43.097
50.97;6.07;43.109
50.97;6.085;43.122
50.97;6.1;43.134
50.97;6.115;43.144
50.97;6.13;43.155
50.97;6.145;43.165
50.97;6.16;43.176
50.97;6.175;43.186
50.97;6.19;43.197
50.97;6.205;43.208
50.97;6.22;43.22
50.97;6.235;43.233
50.97;6.25;43.247
50.97;6.265;43.261
50.97;6.28;43.276
50.97;6.295;43.291
50.97;6.31;43.308
50.97;6.325;43.322
50.97;6.34;43.335
50.97;6.355;43.346
50.97;6.37;43.356
50.97;6.385;43.366
50.97;6.4;43.375
50.97;6.415;43.385
50.97;6.43;43.396
50.97;6.445;43.407
50.97;6.46;43.418
50.97;6.475;43.429
50.97;6.49;43.439
50.97;6.505;43.449
50.97;6.52;43.459
50.97;6.535;43.471
50.97;6.55;43.484
50.97;6.565;43.499
50.97;6.58;43.516
50.97;6.595;43.536
50.97;6.61;43.558
50.97;6.625;43.584
50.97;6.64;43.612
50.97;6.655;43.638
50.97;6.67;43.667
50.97;6.685;43.696
50.97;6.7;43.722
50.97;6.715;43.75
50.97;6.73;43.777
50.97;6.745;43.8
50.97;6.76;43.821
50.97;6.775;43.842
50.97;6.79;43.862
50.97;6.805;43.881
50.97;6.82;43.903
50.97;6.835;43.924
50.97;6.85;43.945
50.97;6.865;43.966
50.97;6.88;43.989
50.97;6.895;44.012
50.97;6.91;44.035
50.97;6.925;44.059
50.97;6.94;44.084
50.97;6.955;44.109
50.97;6.97;44.137
50.97;6.985;44.163
50.97;7;44.191
50.98;1;42.387
50.98;1.015;42.376
50.98;1.03;42.365
50.98;1.045;42.354
50.98;1.06;42.343
50.98;1.075;42.331
50.98;1.09;42.319
50.98;1.105;42.305
50.98;1.12;42.292
50.98;1.135;42.278
50.98;1.15;42.264
50.98;1.165;42.25
50.98;1.18;42.236
50.98;1.195;42.222
50.98;1.21;42.208
50.98;1.225;42.193
50.98;1.24;42.179
50.98;1.255;42.165
50.98;1.27;42.151
50.98;1.285;42.137
50.98;1.3;42.123
50.98;1.315;42.109
50.98;1.33;42.096
50.98;1.345;42.083
50.98;1.36;42.07
50.98;1.375;42.058
50.98;1.39;42.045
50.98;1.405;42.033
50.98;1.42;42.022
50.98;1.435;42.011
50.98;1.45;42
50.98;1.465;41.99
50.98;1.48;41.98
50.98;1.495;41.971
50.98;1.51;41.961
50.98;1.525;41.952
50.98;1.54;41.943
50.98;1.555;41.935
50.98;1.57;41.925
50.98;1.585;41.917
50.98;1.6;41.908
50.98;1.615;41.9
50.98;1.63;41.891
50.98;1.645;41.883
50.98;1.66;41.876
50.98;1.675;41.867
50.98;1.69;41.859
50.98;1.705;41.852
50.98;1.72;41.845
50.98;1.735;41.837
50.98;1.75;41.83
50.98;1.765;41.821
50.98;1.78;41.815
50.98;1.795;41.808
50.98;1.81;41.8
50.98;1.825;41.79
50.98;1.84;41.782
50.98;1.855;41.777
50.98;1.87;41.771
50.98;1.885;41.764
50.98;1.9;41.756
50.98;1.915;41.749
50.98;1.93;41.745
50.98;1.945;41.743
50.98;1.96;41.743
50.98;1.975;41.743
50.98;1.99;41.745
50.98;2.005;41.746
50.98;2.02;41.749
50.98;2.035;41.753
50.98;2.05;41.756
50.98;2.065;41.76
50.98;2.08;41.765
50.98;2.095;41.77
50.98;2.11;41.775
50.98;2.125;41.782
50.98;2.14;41.788
50.98;2.155;41.795
50.98;2.17;41.802
50.98;2.185;41.809
50.98;2.2;41.816
50.98;2.215;41.823
50.98;2.23;41.83
50.98;2.245;41.837
50.98;2.26;41.844
50.98;2.275;41.851
50.98;2.29;41.858
50.98;2.305;41.864
50.98;2.32;41.87
50.98;2.335;41.876
50.98;2.35;41.882
50.98;2.365;41.887
50.98;2.38;41.892
50.98;2.395;41.897
50.98;2.41;41.902
50.98;2.425;41.906
50.98;2.44;41.91
50.98;2.455;41.914
50.98;2.47;41.918
50.98;2.485;41.922
50.98;2.5;41.925
50.98;2.515;41.929
50.98;2.53;41.932
50.98;2.545;41.935
50.98;2.56;41.938
50.98;2.575;41.941
50.98;2.59;41.944
50.98;2.605;41.948
50.98;2.62;41.951
50.98;2.635;41.954
50.98;2.65;41.957
50.98;2.665;41.96
50.98;2.68;41.962
50.98;2.695;41.965
50.98;2.71;41.968
50.98;2.725;41.971
50.98;2.74;41.973
50.98;2.755;41.977
50.98;2.77;41.98
50.98;2.785;41.984
50.98;2.8;41.988
50.98;2.815;41.992
50.98;2.83;41.996
50.98;2.845;41.999
50.98;2.86;42.003
50.98;2.875;42.006
50.98;2.89;42.009
50.98;2.905;42.011
50.98;2.92;42.014
50.98;2.935;42.016
50.98;2.95;42.018
50.98;2.965;42.02
50.98;2.98;42.022
50.98;2.995;42.024
50.98;3.01;42.025
50.98;3.025;42.026
50.98;3.04;42.027
50.98;3.055;42.028
50.98;3.07;42.029
50.98;3.085;42.03
50.98;3.1;42.031
50.98;3.115;42.031
50.98;3.13;42.031
50.98;3.145;42.031
50.98;3.16;42.031
50.98;3.175;42.031
50.98;3.19;42.032
50.98;3.205;42.032
50.98;3.22;42.033
50.98;3.235;42.033
50.98;3.25;42.033
50.98;3.265;42.032
50.98;3.28;42.032
50.98;3.295;42.033
50.98;3.31;42.034
50.98;3.325;42.036
50.98;3.34;42.038
50.98;3.355;42.041
50.98;3.37;42.045
50.98;3.385;42.05
50.98;3.4;42.056
50.98;3.415;42.064
50.98;3.43;42.073
50.98;3.445;42.083
50.98;3.46;42.093
50.98;3.475;42.104
50.98;3.49;42.116
50.98;3.505;42.127
50.98;3.52;42.139
50.98;3.535;42.15
50.98;3.55;42.161
50.98;3.565;42.172
50.98;3.58;42.184
50.98;3.595;42.195
50.98;3.61;42.206
50.98;3.625;42.218
50.98;3.64;42.23
50.98;3.655;42.242
50.98;3.67;42.254
50.98;3.685;42.266
50.98;3.7;42.278
50.98;3.715;42.29
50.98;3.73;42.302
50.98;3.745;42.314
50.98;3.76;42.326
50.98;3.775;42.336
50.98;3.79;42.346
50.98;3.805;42.356
50.98;3.82;42.366
50.98;3.835;42.374
50.98;3.85;42.383
50.98;3.865;42.392
50.98;3.88;42.401
50.98;3.895;42.411
50.98;3.91;42.42
50.98;3.925;42.43
50.98;3.94;42.439
50.98;3.955;42.447
50.98;3.97;42.456
50.98;3.985;42.464
50.98;4;42.472
50.98;4.015;42.481
50.98;4.03;42.489
50.98;4.045;42.498
50.98;4.06;42.507
50.98;4.075;42.516
50.98;4.09;42.526
50.98;4.105;42.535
50.98;4.12;42.545
50.98;4.135;42.554
50.98;4.15;42.563
50.98;4.165;42.571
50.98;4.18;42.58
50.98;4.195;42.589
50.98;4.21;42.598
50.98;4.225;42.606
50.98;4.24;42.614
50.98;4.255;42.623
50.98;4.27;42.633
50.98;4.285;42.643
50.98;4.3;42.654
50.98;4.315;42.665
50.98;4.33;42.677
50.98;4.345;42.689
50.98;4.36;42.701
50.98;4.375;42.713
50.98;4.39;42.725
50.98;4.405;42.737
50.98;4.42;42.749
50.98;4.435;42.762
50.98;4.45;42.774
50.98;4.465;42.787
50.98;4.48;42.8
50.98;4.495;42.813
50.98;4.51;42.825
50.98;4.525;42.838
50.98;4.54;42.85
50.98;4.555;42.862
50.98;4.57;42.873
50.98;4.585;42.885
50.98;4.6;42.896
50.98;4.615;42.907
50.98;4.63;42.918
50.98;4.645;42.929
50.98;4.66;42.94
50.98;4.675;42.95
50.98;4.69;42.96
50.98;4.705;42.97
50.98;4.72;42.979
50.98;4.735;42.988
50.98;4.75;42.996
50.98;4.765;43.004
50.98;4.78;43.012
50.98;4.795;43.019
50.98;4.81;43.026
50.98;4.825;43.032
50.98;4.84;43.038
50.98;4.855;43.043
50.98;4.87;43.048
50.98;4.885;43.052
50.98;4.9;43.055
50.98;4.915;43.059
50.98;4.93;43.064
50.98;4.945;43.068
50.98;4.96;43.071
50.98;4.975;43.073
50.98;4.99;43.074
50.98;5.005;43.075
50.98;5.02;43.076
50.98;5.035;43.076
50.98;5.05;43.076
50.98;5.065;43.076
50.98;5.08;43.077
50.98;5.095;43.077
50.98;5.11;43.076
50.98;5.125;43.076
50.98;5.14;43.077
50.98;5.155;43.077
50.98;5.17;43.077
50.98;5.185;43.078
50.98;5.2;43.078
50.98;5.215;43.078
50.98;5.23;43.077
50.98;5.245;43.077
50.98;5.26;43.076
50.98;5.275;43.075
50.98;5.29;43.073
50.98;5.305;43.072
50.98;5.32;43.07
50.98;5.335;43.069
50.98;5.35;43.068
50.98;5.365;43.067
50.98;5.38;43.066
50.98;5.395;43.065
50.98;5.41;43.063
50.98;5.425;43.061
50.98;5.44;43.058
50.98;5.455;43.056
50.98;5.47;43.053
50.98;5.485;43.049
50.98;5.5;43.045
50.98;5.515;43.041
50.98;5.53;43.037
50.98;5.545;43.033
50.98;5.56;43.029
